node_id,source_id,target_id,timestamp,amount,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11
161603,161603,161605,2025-05-01 08:00:00,10011.1,41.0,2.740423,2.52331,2.128587,-0.046932,0.948627,-0.02914,-0.061584,0.087714,2.521837,22.269646,1.322843
161605,161605,161608,2025-05-02 09:07:00,10020.4,41.0,-0.172918,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163574,-0.16939,-0.049707,-0.165878
161608,161608,161609,2025-05-03 10:14:00,10033.4,41.0,0.081972,6.441913,2.128587,3.855018,-0.043875,4.247834,0.242712,-0.163641,-0.120604,0.08804,-0.161121
161609,161609,161610,2025-05-04 11:21:00,10039.0,41.0,-0.170928,0.33542,1.573595,0.103143,-0.043875,0.138585,-0.061584,-0.163434,-0.168824,-0.047012,-0.165421
161610,161610,161612,2025-05-05 12:28:00,10044.6,41.0,-0.172689,0.456181,1.573595,0.17818,-0.043875,0.222447,-0.061584,-0.163597,-0.16939,-0.049591,-0.165886
161612,161612,161617,2025-05-06 13:35:00,10053.9,41.0,-0.031397,17.82774,1.573595,7.381781,0.015676,8.021635,-0.061584,-0.162931,-0.147544,-0.022727,-0.164512
161617,161617,161620,2025-05-07 14:42:00,10074.3,41.0,-0.172861,-0.026316,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163517,-0.169333,-0.049707,-0.165821
161620,161620,161621,2025-05-08 15:49:00,10087.3,41.0,-0.172756,3.132354,2.128587,1.453818,-0.043875,1.648105,-0.061584,-0.163632,-0.169446,-0.049707,-0.165935
161621,161621,161622,2025-05-09 16:56:00,10092.9,41.0,-0.080522,0.371464,1.573595,0.028105,0.035526,0.054722,-0.061584,-0.160039,-0.083283,0.566495,-0.134446
161622,161622,161623,2025-05-10 17:03:00,10098.5,41.0,-0.134911,0.241535,1.573595,-0.046932,0.035526,-0.113002,0.242712,-0.148132,-0.146339,0.021776,-0.146489
161623,161623,161624,2025-05-11 18:10:00,10104.1,41.0,0.390165,1.612023,1.573595,-0.12197,0.710426,-0.113002,-0.061584,0.412583,0.398693,-0.049707,0.409636
161624,161624,161625,2025-05-12 19:17:00,10109.7,41.0,-0.152937,17.861023,2.128587,7.381781,0.035526,8.273222,-0.061584,-0.163575,-0.166196,-0.045634,-0.165742
161625,161625,161626,2025-05-13 08:24:00,10115.3,41.0,-0.167013,-0.02635,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.157533,-0.163433,-0.049707,-0.159844
161626,161626,161630,2025-05-14 09:31:00,10120.9,41.0,-0.162852,0.818212,1.573595,0.403293,-0.043875,0.474034,-0.061584,-0.163434,-0.166992,-0.036542,-0.164652
161630,161630,161632,2025-05-15 10:38:00,10137.6,41.0,0.39013,18.363373,2.128587,9.182681,-0.063725,9.363431,3.285674,-0.163625,0.085065,0.252121,-0.161342
161632,161632,161633,2025-05-16 11:45:00,10146.9,41.0,-0.099467,0.016053,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.088423,-0.095292,-0.049707,-0.090811
161633,161633,161635,2025-05-17 12:52:00,10152.5,41.0,-0.17232,0.023065,1.018602,-0.12197,-0.063725,-0.113002,-0.061584,-0.162963,-0.168787,-0.049707,-0.165267
161635,161635,161641,2025-05-18 13:59:00,10161.8,41.0,0.307756,6.9234,2.128587,3.254718,-0.043875,3.493074,-0.061584,-0.163644,0.148683,0.557881,-0.155265
161641,161641,161648,2025-05-19 14:06:00,10185.9,41.0,-0.172956,1.203192,1.573595,0.47833,-0.043875,0.557896,-0.061584,-0.163639,-0.169453,-0.049703,-0.165943
161648,161648,161652,2025-05-20 15:13:00,10213.7,41.0,-0.172862,2.241945,1.573595,1.003593,-0.043875,1.061069,-0.061584,-0.163637,-0.169447,-0.049685,-0.165938
161652,161652,161658,2025-05-21 16:20:00,10230.4,41.0,-0.030506,19.125767,2.128587,7.381781,0.789827,8.18936,0.242712,-0.163645,-0.027829,0.13231,-0.164503
161658,161658,161659,2025-05-22 17:27:00,10254.5,41.0,-0.172949,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163606,-0.169421,-0.049707,-0.165909
161659,161659,161660,2025-05-23 18:34:00,10260.1,41.0,0.235582,18.526571,2.128587,7.381781,0.432526,7.937773,0.242712,-0.163644,0.186429,0.407085,-0.161811
161660,161660,161667,2025-05-24 19:41:00,10265.7,41.0,-0.172851,0.054251,0.463609,-0.046932,-0.043875,-0.02914,-0.061584,-0.163588,-0.169378,-0.049472,-0.165879
161667,161667,161670,2025-05-25 08:48:00,10293.5,41.0,0.821877,17.91951,2.128587,9.182681,-0.063725,9.950466,1.155601,-0.163622,0.123244,0.380818,-0.157812
161670,161670,161671,2025-05-26 09:55:00,10306.5,41.0,-0.109913,0.048039,-0.091383,-0.12197,-0.043875,-0.113002,-0.061584,-0.09911,-0.105829,-0.049707,-0.101486
161671,161671,161673,2025-05-27 10:02:00,10312.1,41.0,-0.172575,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163223,-0.169044,-0.049707,-0.165527
161673,161673,161674,2025-05-28 11:09:00,10321.4,41.0,-0.171343,0.697209,1.018602,0.103143,0.114926,0.138585,-0.061584,-0.163614,-0.168656,-0.045078,-0.165525
161674,161674,161675,2025-05-01 12:16:00,10327.0,41.0,-0.132304,6.19075,2.128587,3.254718,-0.043875,3.660799,-0.061584,-0.163643,-0.161373,-0.029615,-0.165042
161675,161675,161676,2025-05-02 13:23:00,10332.6,41.0,0.169016,0.004474,0.463609,-0.12197,-0.024025,-0.113002,-0.061584,0.186275,0.175556,-0.049707,0.183581
161676,161676,161679,2025-05-03 14:30:00,10338.2,41.0,0.15816,0.030944,1.018602,-0.12197,-0.004174,-0.113002,-0.061584,0.175168,0.164605,-0.049707,0.172487
161679,161679,161680,2025-05-04 15:37:00,10351.2,41.0,-0.16871,0.048298,-1.201369,-0.12197,-0.043875,-0.113002,-0.061584,-0.159268,-0.165143,-0.049707,-0.161576
161680,161680,161681,2025-05-05 16:44:00,10356.8,41.0,-0.169333,0.048298,-1.201369,-0.12197,-0.043875,-0.113002,-0.061584,-0.159905,-0.165772,-0.049707,-0.162213
161681,161681,161684,2025-05-06 17:51:00,10362.4,41.0,1.268967,1.612023,1.573595,-0.12197,0.730276,-0.113002,-0.061584,1.311727,1.285235,-0.049707,1.307777
161684,161684,161691,2025-05-07 18:58:00,10375.4,41.0,-0.172866,-0.030841,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163522,-0.169338,-0.049707,-0.165825
161691,161691,161692,2025-05-08 19:05:00,10403.2,41.0,-0.154107,0.082984,0.463609,-0.12197,-0.024025,-0.113002,-0.061584,-0.144326,-0.150411,-0.049707,-0.146651
161692,161692,161693,2025-05-09 08:12:00,10408.8,41.0,-0.154258,0.043382,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.144481,-0.150564,-0.049707,-0.146806
161693,161693,161697,2025-05-10 09:19:00,10414.4,41.0,1.008958,1.612028,1.573595,-0.12197,0.789827,-0.113002,-0.061584,1.045699,1.022936,-0.049707,1.042046
161697,161697,161698,2025-05-11 10:26:00,10431.1,41.0,2.809747,1.612023,1.573595,-0.12197,0.928777,-0.113002,-0.061584,2.888172,2.839586,-0.049707,2.882462
161698,161698,161705,2025-05-12 11:33:00,10436.7,41.0,0.114663,9.117935,2.128587,4.905543,-0.043875,4.499421,0.547008,-0.163644,-0.042198,0.160609,-0.161623
161705,161705,161706,2025-05-13 12:40:00,10464.5,41.0,2.14417,2.523318,2.128587,0.028105,1.028027,-0.02914,-0.061584,0.114782,1.033191,6.013511,0.623454
161706,161706,161707,2025-05-14 13:47:00,10470.1,41.0,-0.172832,0.048132,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163485,-0.169302,-0.049707,-0.165789
161707,161707,161708,2025-05-15 14:54:00,10475.7,41.0,-0.171833,0.128282,0.463609,-0.046932,-0.043875,-0.02914,-0.061584,-0.163072,-0.168858,-0.049377,-0.165358
161708,161708,161709,2025-05-16 15:01:00,10481.3,41.0,-0.160754,0.262367,0.463609,0.028105,-0.043875,0.054722,-0.061584,-0.163476,-0.157896,0.033669,-0.16178
161709,161709,161710,2025-05-17 16:08:00,10486.9,41.0,-0.172256,0.09428,1.573595,-0.046932,-0.043875,-0.02914,-0.061584,-0.16358,-0.168786,-0.044141,-0.165575
161710,161710,161712,2025-05-18 17:15:00,10492.5,41.0,-0.172739,0.214974,1.573595,0.028105,-0.043875,0.054722,-0.061584,-0.163614,-0.169332,-0.049073,-0.165863
161712,161712,161714,2025-05-19 18:22:00,10501.8,41.0,0.696946,17.652805,2.128587,9.182681,-0.063725,9.615018,2.372785,-0.163619,0.148696,0.337471,-0.158833
161714,161714,161715,2025-05-20 19:29:00,10511.1,41.0,-0.172724,0.016053,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163376,-0.169194,-0.049707,-0.165679
161715,161715,161721,2025-05-21 08:36:00,10516.7,41.0,-0.172868,2.538774,1.573595,1.153668,-0.043875,1.312656,-0.061584,-0.163637,-0.169448,-0.049692,-0.165939
161721,161721,161725,2025-05-22 09:43:00,10540.8,41.0,-0.172067,0.016048,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.162703,-0.168531,-0.049707,-0.165008
161725,161725,161727,2025-05-23 10:50:00,10557.5,41.0,-0.118823,0.024559,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.108227,-0.114818,-0.049707,-0.110592
161727,161727,161728,2025-05-24 11:57:00,10566.8,41.0,-0.172671,0.61007,1.573595,0.17818,-0.043875,0.222447,-0.061584,-0.163645,-0.169238,-0.048555,-0.165882
161728,161728,161738,2025-05-25 12:04:00,10572.4,41.0,0.042127,18.593031,1.573595,7.381781,0.472226,8.105497,-0.061584,-0.163643,0.001267,0.169211,-0.163768
161738,161738,161744,2025-05-26 13:11:00,10611.3,41.0,-0.172715,0.093317,1.573595,-0.12197,-0.063725,-0.113002,-0.061584,-0.163364,-0.169183,-0.049707,-0.165668
161744,161744,161745,2025-05-27 14:18:00,10635.4,41.0,-0.046895,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.034634,-0.042256,-0.049707,-0.037081
161745,161745,161748,2025-05-28 15:25:00,10641.0,41.0,-0.048352,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.036125,-0.043727,-0.049707,-0.038571
161748,161748,161752,2025-05-01 16:32:00,10654.0,41.0,2.599697,1.612023,1.573595,-0.12197,0.631026,-0.113002,-0.061584,2.673259,2.627686,-0.049707,2.66779
161752,161752,161753,2025-05-02 17:39:00,10670.7,41.0,-0.172866,0.016048,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163521,-0.169337,-0.049707,-0.165824
161753,161753,161754,2025-05-03 18:46:00,10676.3,41.0,-0.172848,1.203251,1.573595,0.47833,-0.043875,0.557896,-0.061584,-0.163629,-0.169436,-0.049666,-0.16593
161754,161754,161765,2025-05-04 19:53:00,10681.9,41.0,1.915649,1.612023,1.573595,-0.12197,0.789827,-0.113002,-0.061584,1.973378,1.937613,-0.049707,1.96869
161765,161765,161766,2025-05-05 08:00:00,10724.5,41.0,-0.172918,4.319449,2.128587,2.054118,-0.043875,2.319003,-0.061584,-0.163641,-0.169452,-0.049691,-0.165944
161766,161766,161775,2025-05-06 09:07:00,10730.1,41.0,4.55996,19.673382,2.128587,11.884031,0.035526,12.550196,-0.061584,-0.163636,1.077713,1.607015,-0.135902
161775,161775,161776,2025-05-07 10:14:00,10765.3,41.0,2.324218,0.004322,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,2.391364,2.349741,-0.049707,2.386209
161776,161776,161788,2025-05-08 11:21:00,10770.9,41.0,2.323889,0.00691,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,2.391027,2.349409,-0.049707,2.385873
161788,161788,161791,2025-05-09 12:28:00,10817.2,41.0,0.416915,18.959356,1.573595,7.381781,0.690576,7.770049,0.242712,-0.163323,0.372405,0.646105,-0.159976
161791,161791,161792,2025-05-10 13:35:00,10830.2,41.0,2.316444,0.00691,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,2.38341,2.341898,-0.049707,2.378264
