node_id,source_id,target_id,timestamp,amount,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11
163915,163915,163921,2025-05-01 08:00:00,6565.5,41.0,2.229331,1.612168,1.018602,-0.12197,0.730276,-0.113002,-0.061584,2.294321,2.254058,-0.049707,2.289274
163921,163921,163925,2025-05-02 09:07:00,6589.6,41.0,-0.163473,0.456008,1.573595,0.17818,-0.043875,0.222447,-0.061584,-0.163607,-0.164045,-0.016079,-0.164002
163925,163925,163928,2025-05-03 10:14:00,6606.3,41.0,-0.172904,0.016048,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.16356,-0.169375,-0.049707,-0.165863
163928,163928,163929,2025-05-04 11:21:00,6619.3,41.0,-0.172906,0.016048,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163562,-0.169377,-0.049707,-0.165865
163929,163929,163937,2025-05-05 12:28:00,6624.9,41.0,-0.172653,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163303,-0.169122,-0.049707,-0.165607
163937,163937,163940,2025-05-06 13:35:00,6656.4,41.0,-0.172899,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163555,-0.169371,-0.049707,-0.165859
163940,163940,163941,2025-05-07 14:42:00,6669.4,41.0,-0.142497,2.519044,2.128587,0.628406,0.015676,0.72562,-0.061584,-0.162531,-0.156757,-0.005619,-0.163111
163941,163941,163944,2025-05-08 15:49:00,6675.0,41.0,-0.145151,0.637138,1.573595,0.028105,0.015676,0.054722,-0.061584,-0.162348,-0.147096,0.097147,-0.156461
163944,163944,163952,2025-05-09 16:56:00,6688.0,41.0,-0.17297,2.53873,2.128587,1.153668,-0.043875,1.312656,-0.061584,-0.163641,-0.169456,-0.049707,-0.165945
163952,163952,163953,2025-05-10 17:03:00,6719.5,41.0,-0.17223,-0.029357,-1.201369,-0.12197,-0.043875,-0.113002,-0.061584,-0.162871,-0.168697,-0.049707,-0.165176
163953,163953,163954,2025-05-11 18:10:00,6725.1,41.0,-0.172254,0.052833,1.573595,-0.12197,-0.063725,-0.113002,-0.061584,-0.162893,-0.168718,-0.049707,-0.165198
163954,163954,163963,2025-05-12 19:17:00,6730.7,41.0,2.350039,0.143824,1.573595,-0.046932,-0.043875,-0.113002,0.242712,-0.163639,2.375787,23.199347,1.123326
163963,163963,163967,2025-05-13 08:24:00,6765.9,41.0,-0.131286,0.436573,-0.646376,0.028105,-0.043875,-0.02914,-0.061584,-0.152887,-0.15179,-0.004019,-0.151739
163967,163967,163971,2025-05-14 09:31:00,6782.6,41.0,-0.172925,0.161426,1.573595,-0.12197,-0.063725,-0.113002,-0.061584,-0.163578,-0.169393,-0.049707,-0.165881
163971,163971,163972,2025-05-15 10:38:00,6799.3,41.0,-0.172769,-0.02635,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163423,-0.16924,-0.049707,-0.165727
163972,163972,163988,2025-05-16 11:45:00,6804.9,41.0,-0.172092,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.162729,-0.168557,-0.049707,-0.165034
163988,163988,163990,2025-05-17 12:52:00,6866.0,41.0,-0.06576,0.048298,-1.201369,-0.12197,-0.024025,-0.113002,-0.061584,-0.053935,-0.061287,-0.049707,-0.056361
163990,163990,163992,2025-05-18 13:59:00,6875.3,41.0,0.205459,0.312832,1.573595,0.028105,-0.043875,0.054722,-0.061584,-0.034574,-0.042198,-0.049707,-0.037022
163992,163992,163997,2025-05-19 14:06:00,6884.6,41.0,-0.171674,0.46596,1.573595,0.17818,-0.043875,0.138585,0.242712,-0.163552,-0.168655,-0.045781,-0.165679
163997,163997,163999,2025-05-20 15:13:00,6905.0,41.0,-0.172963,0.026637,1.018602,-0.12197,-0.063725,-0.113002,-0.061584,-0.16362,-0.169435,-0.049707,-0.165924
163999,163999,164000,2025-05-21 16:20:00,6914.3,41.0,-0.172361,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163004,-0.168827,-0.049707,-0.165308
164000,164000,164001,2025-05-22 17:27:00,6919.9,41.0,-0.171699,-0.029021,0.463609,-0.12197,-0.043875,-0.113002,-0.061584,-0.162328,-0.168161,-0.049707,-0.164633
164001,164001,164005,2025-05-23 18:34:00,6925.5,41.0,-0.171936,-0.028208,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.16257,-0.1684,-0.049707,-0.164875
