node_id,source_id,target_id,timestamp,amount,feature_00,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11
166363,166363,166367,2025-05-01 08:00:00,3623.1,41.0,-0.157251,0.098768,1.573595,-0.046932,-0.043875,-0.02914,-0.061584,-0.157192,-0.159946,-0.02092,-0.157907
166367,166367,166378,2025-05-02 09:07:00,3639.8,41.0,-0.137755,2.020284,1.573595,0.47833,-0.004174,0.557896,-0.061584,-0.163588,-0.141196,0.070346,-0.161943
166378,166378,166385,2025-05-03 10:14:00,3682.4,41.0,-0.172335,0.089558,1.018602,-0.046932,-0.043875,-0.02914,-0.061584,-0.163621,-0.168824,-0.044115,-0.165615
166385,166385,166388,2025-05-04 11:21:00,3710.2,41.0,-0.172143,0.089558,1.018602,-0.046932,-0.043875,-0.02914,-0.061584,-0.163622,-0.168629,-0.042326,-0.165517
166388,166388,166389,2025-05-05 12:28:00,3723.2,41.0,-0.157805,-0.026394,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.148113,-0.154145,-0.049707,-0.150434
166389,166389,166390,2025-05-06 13:35:00,3728.8,41.0,-0.172789,0.049499,1.573595,-0.12197,-0.063725,-0.113002,-0.061584,-0.163441,-0.169259,-0.049707,-0.165745
166390,166390,166393,2025-05-07 14:42:00,3734.4,41.0,-0.17297,2.719262,2.128587,1.228706,-0.043875,1.396518,-0.061584,-0.163641,-0.169456,-0.049707,-0.165945
166393,166393,166395,2025-05-08 15:49:00,3747.4,41.0,-0.172949,0.101652,1.573595,-0.12197,-0.063725,-0.113002,-0.061584,-0.163603,-0.169418,-0.049707,-0.165907
166395,166395,166398,2025-05-09 16:56:00,3756.7,41.0,-0.163417,0.461596,1.573595,0.103143,-0.043875,0.138585,-0.061584,-0.163346,-0.164058,-0.021827,-0.163501
166398,166398,166401,2025-05-10 17:03:00,3769.7,41.0,-0.172856,-0.049677,0.463609,-0.12197,-0.043875,-0.113002,-0.061584,-0.163513,-0.169329,-0.049707,-0.165816
166401,166401,166403,2025-05-11 18:10:00,3782.7,41.0,-0.172918,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163574,-0.16939,-0.049707,-0.165878
166403,166403,166416,2025-05-12 19:17:00,3792.0,41.0,-0.172792,0.050834,1.018602,-0.046932,-0.043875,-0.02914,-0.061584,-0.163567,-0.169339,-0.049311,-0.165849
166416,166416,166418,2025-05-13 08:24:00,3842.0,41.0,-0.172963,0.076171,1.573595,-0.12197,-0.063725,-0.113002,-0.061584,-0.163618,-0.169433,-0.049707,-0.165922
166418,166418,166421,2025-05-14 09:31:00,3851.3,41.0,-0.172892,0.016055,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163547,-0.169363,-0.049707,-0.165851
166421,166421,166427,2025-05-15 10:38:00,3864.3,41.0,-0.171253,0.221192,1.573595,0.028105,-0.043875,0.054722,-0.061584,-0.163588,-0.16795,-0.03932,-0.165357
166427,166427,166432,2025-05-16 11:45:00,3888.4,41.0,-0.172746,0.150471,1.573595,-0.12197,-0.063725,-0.113002,-0.061584,-0.163394,-0.169212,-0.049707,-0.165698
166432,166432,166433,2025-05-17 12:52:00,3908.8,41.0,-0.114353,0.024559,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.103653,-0.110309,-0.049707,-0.106024
166433,166433,166434,2025-05-18 13:59:00,3914.4,41.0,-0.140477,0.099524,1.018602,-0.12197,0.015676,-0.113002,-0.061584,-0.13038,-0.13666,-0.049707,-0.13272
166434,166434,166436,2025-05-19 14:06:00,3920.0,41.0,-0.151952,0.108933,1.573595,-0.12197,0.035526,-0.113002,-0.061584,-0.14212,-0.148237,-0.049707,-0.144448
166436,166436,166448,2025-05-20 15:13:00,3929.3,41.0,-0.172911,0.016048,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163567,-0.169382,-0.049707,-0.165871
166448,166448,166455,2025-05-21 16:20:00,3975.6,41.0,-0.172673,0.01605,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163323,-0.169142,-0.049707,-0.165627
166455,166455,166458,2025-05-22 17:27:00,4003.4,41.0,2.346277,0.001661,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,2.413934,2.371995,-0.049707,2.408754
166458,166458,166463,2025-05-23 18:34:00,4016.4,41.0,-0.172932,0.029169,0.463609,-0.12197,-0.063725,-0.113002,-0.061584,-0.163588,-0.169403,-0.049707,-0.165892
166463,166463,166464,2025-05-24 19:41:00,4036.8,41.0,-0.17298,0.048132,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163637,-0.169451,-0.049707,-0.16594
166464,166464,166471,2025-05-25 08:48:00,4042.4,41.0,-0.142802,0.456782,1.573595,-0.046932,0.134776,-0.02914,-0.061584,-0.163572,-0.139071,0.22721,-0.150519
166471,166471,166472,2025-05-26 09:55:00,4070.2,41.0,-0.172976,1.499979,1.573595,0.628406,-0.043875,0.72562,-0.061584,-0.163641,-0.169456,-0.049707,-0.165945
166472,166472,166474,2025-05-27 10:02:00,4075.8,41.0,-0.171668,0.060515,1.018602,-0.046932,-0.043875,-0.02914,-0.061584,-0.163585,-0.168188,-0.038634,-0.165274
166474,166474,166481,2025-05-28 11:09:00,4085.1,41.0,0.052547,0.436573,-0.646376,-0.12197,-0.043875,-0.113002,-0.061584,0.067121,0.058072,-0.049707,0.06456
166481,166481,166482,2025-05-01 12:16:00,4112.9,41.0,-0.161134,-0.005802,-0.091383,-0.12197,-0.043875,-0.113002,-0.061584,-0.151518,-0.157502,-0.049707,-0.153835
166482,166482,166483,2025-05-02 13:23:00,4118.5,41.0,-0.162419,0.336566,1.573595,-0.046932,-0.043875,-0.113002,0.242712,-0.163629,-0.158807,0.047458,-0.160545
166483,166483,166484,2025-05-03 14:30:00,4124.1,41.0,-0.162541,0.09978,1.573595,-0.12197,-0.043875,-0.113002,-0.061584,-0.152954,-0.158919,-0.049707,-0.15527
166484,166484,166494,2025-05-04 15:37:00,4129.7,41.0,-0.172609,0.588355,1.573595,0.253218,-0.043875,0.306309,-0.061584,-0.163627,-0.16935,-0.0493,-0.165883
166494,166494,166497,2025-05-05 16:44:00,4168.6,41.0,-0.172444,0.016172,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.16309,-0.168912,-0.049707,-0.165394
166497,166497,166500,2025-05-06 17:51:00,4181.6,41.0,-0.115623,0.016055,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.104952,-0.111589,-0.049707,-0.107321
166500,166500,166503,2025-05-07 18:58:00,4194.6,41.0,-0.171458,0.261849,0.463609,-0.046932,-0.043875,-0.02914,-0.061584,-0.163008,-0.16854,-0.04705,-0.165165
166503,166503,166510,2025-05-08 19:05:00,4207.6,41.0,-0.171467,0.060515,1.018602,-0.046932,-0.043875,-0.02914,-0.061584,-0.163567,-0.168003,-0.037105,-0.165172
166510,166510,166513,2025-05-09 08:12:00,4235.4,41.0,-0.035741,-0.024336,0.463609,-0.12197,-0.043875,-0.113002,-0.061584,-0.023223,-0.031005,-0.049707,-0.025683
166513,166513,166518,2025-05-10 09:19:00,4248.4,41.0,-0.16551,0.214917,1.573595,0.028105,-0.043875,0.054722,-0.061584,-0.161184,-0.166839,-0.048441,-0.1634
166518,166518,166528,2025-05-11 10:26:00,4268.8,41.0,-0.172931,0.014254,1.018602,-0.12197,-0.063725,-0.113002,-0.061584,-0.163587,-0.169403,-0.049707,-0.165891
166528,166528,166532,2025-05-12 11:33:00,4307.7,41.0,-0.172913,-0.030841,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.16357,-0.169385,-0.049707,-0.165873
166532,166532,166539,2025-05-13 12:40:00,4324.4,41.0,-0.163525,-0.026344,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.153965,-0.159915,-0.049707,-0.156279
166539,166539,166540,2025-05-14 13:47:00,4352.2,41.0,-0.046837,0.014166,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.034574,-0.042198,-0.049707,-0.037022
166540,166540,166544,2025-05-15 14:54:00,4357.8,41.0,-0.172085,0.014166,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.162721,-0.168549,-0.049707,-0.165026
166544,166544,166547,2025-05-16 15:01:00,4374.5,41.0,-0.160373,-0.026394,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.150739,-0.156735,-0.049707,-0.153057
166547,166547,166551,2025-05-17 16:08:00,4387.5,41.0,-0.172799,0.016048,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.163452,-0.169269,-0.049707,-0.165756
166551,166551,166555,2025-05-18 17:15:00,4404.2,41.0,-0.046487,-0.024336,0.463609,-0.12197,-0.043875,-0.113002,-0.061584,-0.034218,-0.041846,-0.049707,-0.036666
166555,166555,166556,2025-05-19 18:22:00,4420.9,41.0,-0.155519,0.402612,1.018602,0.028105,0.055376,-0.02914,0.242712,-0.159902,-0.15921,-0.000792,-0.159995
166556,166556,166560,2025-05-20 19:29:00,4426.5,41.0,-0.172109,1.350874,1.573595,0.703443,-0.024025,0.809483,-0.061584,-0.163624,-0.169148,-0.048684,-0.165872
166560,166560,166565,2025-05-21 08:36:00,4443.2,41.0,-0.170529,-0.040154,1.018602,-0.12197,-0.043875,-0.113002,-0.061584,-0.161131,-0.166981,-0.049707,-0.163438
166565,166565,166567,2025-05-22 09:43:00,4463.6,41.0,-0.172514,0.040688,0.463609,-0.12197,-0.063725,-0.113002,-0.061584,-0.16316,-0.168982,-0.049707,-0.165465
166567,166567,166581,2025-05-23 10:50:00,4472.9,41.0,-0.163403,0.09978,1.573595,-0.12197,-0.043875,-0.113002,-0.061584,-0.153837,-0.159789,-0.049707,-0.156151
166581,166581,166601,2025-05-24 11:57:00,4526.6,41.0,-0.172979,0.109272,1.573595,-0.12197,-0.063725,-0.113002,-0.061584,-0.163634,-0.169449,-0.049707,-0.165938
166601,166601,166603,2025-05-25 12:04:00,4602.5,41.0,-0.170708,-0.029357,-1.201369,-0.12197,-0.043875,-0.113002,-0.061584,-0.161314,-0.167162,-0.049707,-0.163621
166603,166603,166604,2025-05-26 13:11:00,4611.8,41.0,-0.126143,0.700854,1.573595,0.253218,0.035526,0.306309,-0.061584,-0.163581,-0.152677,0.032188,-0.157967
166604,166604,166606,2025-05-27 14:18:00,4617.4,41.0,-0.168577,0.402105,1.573595,-0.046932,-0.043875,-0.02914,-0.061584,-0.163008,-0.16563,-0.020471,-0.163691
